,ra,dec,gPSF,gPSFerr,rPSF,rPSFerr,iPSF,iPSFerr,zPSF,zPSFerr,yPSF,yPSFerr,gAp,gAperr,rAp,rAperr,iAp,iAperr,zAp,zAperr,yAp,yAperr,g-r_PSF,r-i_PSF,g-r_PSFerr,r-i_PSFerr,g-r_Ap,r-i_Ap,g-r_Aperr,r-i_Aperr
0,233.32990181,38.52287905,20.05122986678107,0.00849200040102005,19.535675675217064,0.007178999949246645,19.121308344743554,0.005299000069499016,18.945866287092485,0.012974999845027924,18.89934817348809,0.0212980005890131,18.80413094405158,0.0019660000689327717,18.426375061813744,0.001706999959424138,17.960608500383202,0.0010629999451339245,17.937767684797564,0.001547000021673739,17.77944842373223,0.0012750000460073352,0.5155541915640072,0.41436733047351026,0.011119897080558256,0.00892286064039072,0.3777558822378353,0.4657665614305415,0.002603652267972371,0.002010924599488687
