,ra,dec,gPSF,gPSFerr,rPSF,rPSFerr,iPSF,iPSFerr,zPSF,zPSFerr,yPSF,yPSFerr,gAp,gAperr,rAp,rAperr,iAp,iAperr,zAp,zAperr,yAp,yAperr,g-r_PSF,r-i_PSF,g-r_PSFerr,r-i_PSFerr,g-r_Ap,r-i_Ap,g-r_Aperr,r-i_Aperr
0,241.77884298,-3.63180833,20.15915969849698,0.01869099959731102,19.868102776025168,0.014192000031471252,19.748681115324214,0.012078000232577324,19.679056804733317,0.018609000369906425,19.50122379409673,0.03543899953365326,19.29395965577237,0.0030410001054406166,18.94510244033181,0.0021800000686198473,18.92607979696484,0.0021460000425577164,18.971256893234294,0.002578000072389841,18.722623101347708,0.0024900001008063555,0.29105692247181025,0.11942166070095439,0.023468411340351967,0.018635744002089585,0.34885721544056025,0.019022643366970016,0.0037416683365141252,0.0030590384897611635
