,ra,dec,gPSF,gPSFerr,rPSF,rPSFerr,iPSF,iPSFerr,zPSF,zPSFerr,yPSF,yPSFerr,gAp,gAperr,rAp,rAperr,iAp,iAperr,zAp,zAperr,yAp,yAperr,g-r_PSF,r-i_PSF,g-r_PSFerr,r-i_PSFerr,g-r_Ap,r-i_Ap,g-r_Aperr,r-i_Aperr
0,275.75500718,43.26987541,21.40022647094274,0.03073599934577942,21.116768735081802,0.023701999336481094,20.722489547276474,0.015031999908387661,20.716234445458117,0.034814998507499695,20.65529491229973,0.09923099726438522,20.610826370234733,0.004403000231832266,20.300269024998794,0.0036979999858886003,19.900988769078232,0.0017960000550374389,19.841434717064562,0.003415999934077263,19.877193944892504,0.0032649999484419823,0.2834577358609387,0.3942791878053278,0.03881348255864582,0.028066809469412743,0.3105573452359387,0.39928025592056215,0.005749923037497726,0.004111060701732166
