,ra,dec,gPSF,gPSFerr,rPSF,rPSFerr,iPSF,iPSFerr,zPSF,zPSFerr,yPSF,yPSFerr,gAp,gAperr,rAp,rAperr,iAp,iAperr,zAp,zAperr,yAp,yAperr,g-r_PSF,r-i_PSF,g-r_PSFerr,r-i_PSFerr,g-r_Ap,r-i_Ap,g-r_Aperr,r-i_Aperr
0,1.2770053,29.96364979,19.73877593914622,0.008480999618768692,19.737543391043662,0.007226999849081039,19.62741366876026,0.007224000059068203,19.40984250870805,0.015433999709784985,19.41510002003068,0.02893799915909767,18.37787506023997,0.0016110000433400273,18.238144205862998,0.0013640000252053142,18.206812777646977,0.0013310000067576766,18.124642389689495,0.001585999969393015,18.007699888805092,0.0015409999759867787,0.0012325481025570184,0.11012972228340345,0.01114257067970278,0.010218400250138706,0.13973085437697108,0.03133142821602064,0.0021108806712843023,0.0019057956571335325
