,ra,dec,gPSF,gPSFerr,rPSF,rPSFerr,iPSF,iPSFerr,zPSF,zPSFerr,yPSF,yPSFerr,gAp,gAperr,rAp,rAperr,iAp,iAperr,zAp,zAperr,yAp,yAperr,g-r_PSF,r-i_PSF,g-r_PSFerr,r-i_PSFerr,g-r_Ap,r-i_Ap,g-r_Aperr,r-i_Aperr
0,0.14981737,17.96185938,19.947092072524274,0.011428999714553356,19.954373192651328,0.012907000258564949,20.089129362871017,0.012605000287294388,20.258378476922942,0.0341779999434948,20.30836294849,0.08339700102806091,20.016592042006696,0.003656999906525016,19.94257433400875,0.003014999907463789,19.944229994584884,0.003152000019326806,20.069379300897552,0.004259999841451645,20.092662798953867,0.004081999883055687,-0.007281120127053953,-0.13475617021968844,0.017239857602365988,0.018040972477039237,0.07401770799794605,-0.001655660576133755,0.004739606814740082,0.004361803361436969
